artist_name,similar_artist_name
Mad Mark,DJ Antoine feat. Bonse
Mad Mark,the b*tch brothers pres. limousine
Kanye West,¥$
Kanye West,KIDS SEE GHOSTS
Kanye West,JAY-Z & Kanye West
Kanye West,The Throne
Kanye West,Ty Dolla $ign
The Style Council,The Jam
The Style Council,Paul Weller
The Style Council,Aztec Camera
The Style Council,The Blow Monkeys
The Style Council,Nick Heyward
The Avener,Synapson
The Avener,Kungs
The Avener,Feder
The Avener,Møme
The Avener,Jabberwocky
Cassandra Beck,Jamie Lancaster
Cassandra Beck,The Cooltrane Quartet
Cassandra Beck,48th St. Collective
Cassandra Beck,George White Group
Cassandra Beck,Sarah Menescal
Adele,Sam Smith
Adele,Whitney Houston
Adele,Sia
Adele,Beyoncé
Adele,Amy Winehouse
Daniela Maia,Maria Durão
Daniela Maia,X-Tense
Daniela Maia,Mimi Froes
Daniela Maia,Luís Severo
Daniela Maia,D.A.M.A
Manuel Medrano,Andrés Cepeda
Manuel Medrano,Humbe
Manuel Medrano,Fonseca
Manuel Medrano,Bacilos
Manuel Medrano,Esteman
Nas,JAY-Z
Nas,AZ
Nas,Mobb Deep
Nas,Big L
Nas,Raekwon
Eve St. Jones,Sarah Menescal
Eve St. Jones,Michelle Simonal
Eve St. Jones,Ituana
Eve St. Jones,The Cooltrane Quartet
Eve St. Jones,Karen Souza
Evelyn Thomas,Viola Wills
Evelyn Thomas,Gibson Brothers
Evelyn Thomas,Tony Esposito
Evelyn Thomas,David Christie
Evelyn Thomas,Lonnie Gordon
Luis Fonsi,Reik
Luis Fonsi,David Bisbal
Luis Fonsi,Chayanne
Luis Fonsi,Sin Bandera
Luis Fonsi,Camila
Yuridia,María José
Yuridia,Edith Márquez
Yuridia,HA-ASH
Yuridia,Gloria Trevi
Yuridia,Alejandra Guzmán
Liviu Guta,Vali Vijelie
Liviu Guta,Cristi Dules
Liviu Guta,Adi De La Valcea
Liviu Guta,Babi Minune
Liviu Guta,Liviu Pustiu
Valeria,Nicole Kidman
Valeria,Eden xo
Valeria,Holly Valance
Valeria,Girlicious
Valeria,REYSHA RAMI
Exo,EXO-K
Exo,EXO-CBX
Exo,EXO-SC
Exo,Chen
Exo,BAEKHYUN
Bossanatics,Costa Azul Quartet
Bossanatics,Diana Martinez
Bossanatics,Victor Peixeiro
Bossanatics,Andre Sarbib
Bossanatics,Nova Jazzers
Peter Polycarpou,Original London Cast
Peter Polycarpou,Roger Allam
Peter Polycarpou,Gavin Creel
Peter Polycarpou,Les Misérables: International Cast
Peter Polycarpou,Brent Carver
Nils Landgren,Nils Landgren Funk Unit
Nils Landgren,Ulf Wakenius
Nils Landgren,Wolfgang Haffner
Nils Landgren,Ida Sand
Nils Landgren,Michael Wollny
Antonio José,Pablo López
Antonio José,Manuel Carrasco
Antonio José,Pablo Alborán
Antonio José,Luis Fonsi
Antonio José,Antonio Orozco
Drake,PARTYNEXTDOOR
Drake,DJ Khaled
Drake,Drake & Future
Drake,Tory Lanez
Drake,Bryson Tiller
Grimes,Grimes & i_o
Grimes,Arca
Grimes,Blood Diamonds
Grimes,Björk
Grimes,FKA twigs
Lianne La Havas,Cleo Sol
Lianne La Havas,Corinne Bailey Rae
Lianne La Havas,Moses Sumney
Lianne La Havas,Arlo Parks
Lianne La Havas,Jorja Smith
Supreme Boi,Kidoh
Supreme Boi,i11evn
Supreme Boi,Keem Hyo-Eun
Supreme Boi,Illson
Supreme Boi,Flowsik
Monty,Visages
Monty,Sustance
Monty,Enei
Monty,Waeys
Monty,Wingz
Marc Anthony,Gilberto Santa Rosa
Marc Anthony,Jerry Rivera
Marc Anthony,Victor Manuelle
Marc Anthony,Tito Nieves
Marc Anthony,Víctor Manuelle
Blood Orange,Solange
Blood Orange,Erika de Casier
Blood Orange,Kelela
Blood Orange,Dijon
Blood Orange,Nourished by Time
Nani Cortés,Lin Cortés
Nani Cortés,Manuel Cortés
Nani Cortés,RaulE
Nani Cortés,Kiki Morente
Nani Cortés,juanlu montoya
Ituana,Dual Sessions
Ituana,Anakelly
Ituana,Michelle Simonal
Ituana,Urban Love
Ituana,Amazonics
G.E.M.,A-Lin
G.E.M.,林俊傑
G.E.M.,蔡依林
G.E.M.,田馥甄
G.E.M.,Wanting
Just Blaze,Ski Beatz
Just Blaze,Khrysis
Just Blaze,Nottz
Just Blaze,Kidz in the Hall
Just Blaze,Johnson&Jonson
A$AP Ferg,A$AP Mob
A$AP Ferg,A$AP Twelvyy
A$AP Ferg,Maxo Kream
A$AP Ferg,Migos
A$AP Ferg,ScHoolboy Q
Juan Luis Guerra 4.40,Juan Luis Guerra
Juan Luis Guerra 4.40,Chichi Peralta
Juan Luis Guerra 4.40,Proyecto Uno
Juan Luis Guerra 4.40,Wilfrido Vargas
Juan Luis Guerra 4.40,Sergio Vargas
Lindsey Stirling,Taylor Davis
Lindsey Stirling,Bond
Lindsey Stirling,The Piano Guys
Lindsey Stirling,David Garrett
Lindsey Stirling,Simply Three
Cher Lloyd,Cheryl Cole
Cher Lloyd,G.R.L.
Cher Lloyd,Cheryl
Cher Lloyd,Jessie J
Cher Lloyd,Ashley Tisdale
Scubba,Banda Do Sul
Scubba,Michelle Simonal
Scubba,Urban Love
Scubba,Amazonics
Scubba,Groove Da Praia
The Cooltrane Quartet,48th St. Collective
The Cooltrane Quartet,Sarah Menescal
The Cooltrane Quartet,Jamie Lancaster
The Cooltrane Quartet,Cassandra Beck
The Cooltrane Quartet,Stella Starlight Trio
Iggy Azalea,Nicki Minaj
Iggy Azalea,Brooke Candy
Iggy Azalea,Saweetie
Iggy Azalea,Bia
Iggy Azalea,City Girls
Sia,Adele
Sia,Birdy
Sia,Bebe Rexha
Sia,Jessie J
Sia,P!nk
Jesse,decem
Jesse,Liam Starling
Jesse,beigecatt
Jesse,Elio Laurent
Jesse,emily jeffri
Lily Allen,Robyn
Lily Allen,ROSALÍA
Lily Allen,Zara Larsson
Lily Allen,Hayley Williams
Lily Allen,Audrey Hobert
Denisa,Nicolae Guta
Denisa,Florin Salam
Denisa,Nicolae Guță
Denisa,Blondu de la Timisoara
Denisa,Tzanca Uraganu
McFly,McBusted
McFly,Busted
McFly,Scouting for Girls
McFly,Jonas Brothers
McFly,The Vamps
Daily Planet,Johan Baeckström
Daily Planet,Machinista
Daily Planet,Vogon Poetry
Daily Planet,The Mobile Homes
Daily Planet,Mr Jones Machine
Demi Lovato,Demi Lovato & Joe Jonas
Demi Lovato,Miley Cyrus
Demi Lovato,Zara Larsson
Demi Lovato,Selena Gomez & the Scene
Demi Lovato,Kelly Clarkson
Kelly Clarkson,P!nk
Kelly Clarkson,Leona Lewis
Kelly Clarkson,Carrie Underwood
Kelly Clarkson,JoJo
Kelly Clarkson,Ashlee Simpson
TWICE,JIHYO
TWICE,NAYEON
TWICE,TZUYU
TWICE,CHAEYOUNG
TWICE,NMIXX
Hanson,Aaron Carter
Hanson,O-Town
Hanson,Backstreet Boys
Hanson,Nick Carter
Hanson,*NSYNC
Dua Lipa,Silk City
Dua Lipa,Ava Max
Dua Lipa,Katy Perry
Dua Lipa,Zara Larsson
Dua Lipa,Lady Gaga
Sarah Menescal,Eve St. Jones
Sarah Menescal,Michelle Simonal
Sarah Menescal,Amazonics
Sarah Menescal,The Cooltrane Quartet
Sarah Menescal,Groove Da Praia
John Ryan,Jason Covenant
John Ryan,"Flexstyle, OA"
John Ryan,OverClocked Assembled
John Ryan,Ergosonic
John Ryan,metaphist
Kriss,Kriss Cologne
Kriss,Burger
Kriss,Spieltrieb
Kriss,Strom & Wasser
Kriss,Unkraut Liedermacher
Ellie Goulding,Foxes
Ellie Goulding,Bebe Rexha
Ellie Goulding,Tove Lo
Ellie Goulding,Rita Ora
Ellie Goulding,Mabel
Ana Costa,Mariana Baltar
Ana Costa,Edu Krieger
Ana Costa,Rodrigo Maranhão
Ana Costa,Moacyr Luz
Ana Costa,Pedro Miranda
La K'onga,Ulises Bueno
La K'onga,Banda XXI
La K'onga,Luck Ra
La K'onga,Rodrigo
La K'onga,Walter Olmos
Birdy,Gabrielle Aplin
Birdy,James Bay
Birdy,Tom Odell
Birdy,Billie Marten
Birdy,Rhodes
Lucas Arnau,Gusi & Beto
Lucas Arnau,Mauricio & PalodeAgua
Lucas Arnau,Sin Animo De Lucro
Lucas Arnau,Bonka
Lucas Arnau,Jerau
Max Him,Lee Marrow
Max Him,K.B. Caps
Max Him,Miko Mission
Max Him,Grant Miller
Max Him,Ken Laszlo
Chasing Grace,New City Kings
Chasing Grace,The Dunwells
Chasing Grace,Eliza And The Bear
Chasing Grace,Youth Club
Chasing Grace,Kingsland Road
Jesse & Joy,Reik
Jesse & Joy,Ha*Ash
Jesse & Joy,Camila
Jesse & Joy,HA-ASH
Jesse & Joy,Sin Bandera
ZICO,Block B
ZICO,Jay Park
ZICO,Mino
ZICO,PENOMECO
ZICO,pH-1
Otilia,Serena
Otilia,Dharia
Otilia,Kate Linn
Otilia,Monoir
Otilia,Fly Project
Jencarlos,Jencarlos Canela
Jencarlos,Chyno Miranda
Jencarlos,Felipe Santos
Jencarlos,Sandra Echeverria
Jencarlos,Domino Saints
Rudimental,Sigma
Rudimental,Wilkinson
Rudimental,Chase & Status
Rudimental,venbee
Rudimental,Sub Focus
Stephenie Coker,Anna Maria Mühe
Stephenie Coker,Jette Von Roth
Stephenie Coker,D´Argento
Stephenie Coker,Matty Menck & Terri B.
Stephenie Coker,TUNE BROTHERS FEAT. MC FLIPSIDE
Kevin Gates,Moneybagg Yo
Kevin Gates,Boosie Badazz
Kevin Gates,Yella Beezy
Kevin Gates,Mo3
Kevin Gates,Rod Wave
Jerry Daley,Sensity World
Jerry Daley,New Limit
Jerry Daley,Piropo
Jerry Daley,Kryss
Jerry Daley,ACTV
Andra Day,Emeli Sandé
Andra Day,Ledisi
Andra Day,Joss Stone
Andra Day,Jennifer Hudson
Andra Day,India.Arie
Anastacia,Melanie C
Anastacia,Lara Fabian
Anastacia,Jamelia
Anastacia,Sarah Connor
Anastacia,Sugababes
Yurie Kokubu,Takako Mamiya
Yurie Kokubu,Tomoko Aran
Yurie Kokubu,Kaoru Akimoto
Yurie Kokubu,Kingo Hamada
Yurie Kokubu,八神純子
Cascada,Groove Coverage
Cascada,Manian
Cascada,Italobrothers
Cascada,Basshunter
Cascada,Master Blaster
J.D.B,DIRTY JOINT
J.D.B,G.B.C CAMP
J.D.B,SOMAJI
J.D.B,DUSTY HUSKY
J.D.B,¥OUNG ARM¥
G-Eazy,Skizzy Mars
G-Eazy,Logic
G-Eazy,Joyner Lucas
G-Eazy,blackbear
G-Eazy,Hoodie Allen
Naughty Boy,Jax Jones
Naughty Boy,Sam Smith
Naughty Boy,Jason Derülo
Naughty Boy,Clean Bandit
Naughty Boy,Sigala
Antonia,Inna
Antonia,DJ Project
Antonia,Andreea Banica
Antonia,Alina Eremia
Antonia,Connect-R
Generis,New Limit
Generis,Aldus Haza
Generis,Kike Boy
Generis,Emotional G
Generis,Committe
David Bisbal,Andy & Lucas
David Bisbal,Chayanne
David Bisbal,Pablo Alborán
David Bisbal,Alex Ubago
David Bisbal,Cristian Castro
Verdine White,Brittany Howard & Verdine White
Verdine White,Diana Ross & Tame Impala
Verdine White,Toyesauce
Verdine White,"Brittany Howard, Verdine White"
Verdine White,Talia Keys
will.i.am,Black Eyed Peas
will.i.am,Flo Rida
will.i.am,Pitbull
will.i.am,Taio Cruz
will.i.am,Timbaland
Marina,Marina & the Diamonds
Marina,Allie X
Marina,Melanie Martinez
Marina,Ava Max
Marina,Lady Gaga
Grupo Exterminador,Los Tigres del Norte
Grupo Exterminador,Los Morros Del Norte
Grupo Exterminador,Los Tucanes de Tijuana
Grupo Exterminador,Chalino Sanchez
Grupo Exterminador,Beto Quintanilla
Zendaya,Bella Thorne
Zendaya,China Anne McClain
Zendaya,Bridgit Mendler
Zendaya,Olivia Holt
Zendaya,Selena Gomez & the Scene
Meghan Trainor,Bebe Rexha
Meghan Trainor,Bonnie McKee
Meghan Trainor,Ava Max
Meghan Trainor,Katy Perry
Meghan Trainor,Jessie J
Mac Miller,Joey Bada$$
Mac Miller,Isaiah Rashad
Mac Miller,Vince Staples
Mac Miller,Chance the Rapper
Mac Miller,J. Cole
Big Sean,2 Chainz
Big Sean,Meek Mill
Big Sean,DJ Khaled
Big Sean,Mustard
Big Sean,Wale
Daddy Yankee,Don Omar
Daddy Yankee,Wisin & Yandel
Daddy Yankee,Plan B
Daddy Yankee,Zion & Lennox
Daddy Yankee,Alexis y Fido
Iggy Pop,The Stooges
Iggy Pop,Iggy Pop & James Williamson
Iggy Pop,Lou Reed
Iggy Pop,David Bowie
Iggy Pop,Patti Smith
Miguel Campello,Antoñito Molina
Miguel Campello,elbicho
Miguel Campello,El Canijo de Jerez
Miguel Campello,Juanito Makandé
Miguel Campello,RaulE
Camila Cabello,Fifth Harmony
Camila Cabello,Lauren Jauregui
Camila Cabello,Selena Gomez
Camila Cabello,Dinah Jane
Camila Cabello,Tate McRae
Julieta Venegas,Belanova
Julieta Venegas,Ximena Sariñana
Julieta Venegas,Paulina Rubio
Julieta Venegas,La Quinta Estación
Julieta Venegas,Natalia Lafourcade
David Guetta,Calvin Harris
David Guetta,Robin Schulz
David Guetta,Alesso
David Guetta,Ofenbach
David Guetta,Jax Jones
MONSTA X,Kihyun
MONSTA X,JOOHONEY
MONSTA X,SHOWNU X HYUNGWON (MONSTA X)
MONSTA X,I.M
MONSTA X,WONHO
India Martinez,Barrio Sur
India Martinez,Rasel
India Martinez,David Barrull
India Martinez,Paula Rojo
India Martinez,Hugo Salazar
Traviezoz de la Zierra,Alfredo Olivas
Traviezoz de la Zierra,Voz de Mando
Traviezoz de la Zierra,Beto Quintanilla
Traviezoz de la Zierra,Ariel Camacho y Los Plebes del Rancho
Traviezoz de la Zierra,Gerardo Ortiz
Cabas,Fonseca
Cabas,Andrés Cepeda
Cabas,Juanes
Cabas,Carlos Vives
Cabas,Sanalejo
Carlos Baute,David Bisbal
Carlos Baute,Chayanne
Carlos Baute,Fonseca
Carlos Baute,Bacilos
Carlos Baute,Diego Torres
Gilberto Gil,Caetano Veloso
Gilberto Gil,Luiz Melodia
Gilberto Gil,João Bosco
Gilberto Gil,Caetano Veloso & Gilberto Gil
Gilberto Gil,Milton Nascimento
Michel Teló,Gusttavo Lima
Michel Teló,Munhoz & Mariano
Michel Teló,João Neto & Frederico
Michel Teló,Cristiano Araújo
Michel Teló,Guilherme & Santiago
J Balvin,Maluma
J Balvin,Nicky Jam
J Balvin,Ozuna
J Balvin,Feid
J Balvin,Sech
Paul McCartney,Wings
Paul McCartney,Paul McCartney & Wings
Paul McCartney,John Lennon
Paul McCartney,The Beatles
Paul McCartney,Ringo Starr
Kany García,HA-ASH
Kany García,Fonseca
Kany García,Jesse & Joy
Kany García,Greeicy
Kany García,Yuridia
G-DRAGON,Bigbang
G-DRAGON,GD&TOP
G-DRAGON,Daesung
G-DRAGON,T.O.P
G-DRAGON,태양
La Oreja de Van Gogh,Amaia Montero
La Oreja de Van Gogh,Amaral
La Oreja de Van Gogh,La Quinta Estación
La Oreja de Van Gogh,El Canto del Loco
La Oreja de Van Gogh,Nena Daconte
Nicolae Guta,Florin Salam
Nicolae Guta,Tzanca Uraganu
Nicolae Guta,Denisa
Nicolae Guta,Costel Biju
Nicolae Guta,Dani Mocanu
Rihanna,Ciara
Rihanna,Beyoncé
Rihanna,Nicki Minaj
Rihanna,The Pussycat Dolls
Rihanna,Destiny's Child
St. Paul & The Broken Bones,The Dip
St. Paul & The Broken Bones,Son Little
St. Paul & The Broken Bones,Nathaniel Rateliff & the Night Sweats
St. Paul & The Broken Bones,The Teskey Brothers
St. Paul & The Broken Bones,The Meltdown
Too $hort,E-40
Too $hort,DJ Quik
Too $hort,Mac Dre
Too $hort,Spice 1
Too $hort,Mack 10
High Density,Nacho Division
High Density,Aldus Haza
High Density,K.R.B.
High Density,PG2
High Density,Bpm System
Margo Guryan,The Feminine Complex
Margo Guryan,Wendy & Bonnie
Margo Guryan,Lesley Gore
Margo Guryan,The Free Design
Margo Guryan,The Millennium
Astrud C,NG Monasterio
Astrud C,Eccko
Astrud C,Sao Vicente
Astrud C,Don & Gene
Astrud C,Rosin Taylor
Massey,OlsenFu
Massey,Analogia
Massey,Vienio & Pele
Massey,WNB
Massey,GANDI GANDA
Ricky Martin,Chayanne
Ricky Martin,Enrique Iglesias
Ricky Martin,Cristian Castro
Ricky Martin,Alejandro Sanz
Ricky Martin,Franco De Vita
Katy Perry,Bebe Rexha
Katy Perry,Dua Lipa
Katy Perry,Miley Cyrus
Katy Perry,Ava Max
Katy Perry,Selena Gomez
Lady Gaga,Ke$ha
Lady Gaga,Miley Cyrus
Lady Gaga,Madonna
Lady Gaga,Marina
Lady Gaga,Britney Spears
48th St. Collective,The Cooltrane Quartet
48th St. Collective,George White Group
48th St. Collective,Jamie Lancaster
48th St. Collective,Cassandra Beck
48th St. Collective,Urselle
Caroline Polachek,Ramona Lisa
Caroline Polachek,Oklou
Caroline Polachek,Charli xcx
Caroline Polachek,Lorde
Caroline Polachek,Weyes Blood
T.I.,Young Jeezy
T.I.,Ludacris
T.I.,Rick Ross
T.I.,Fabolous
T.I.,The Game
Tess,Adept
Tess,A Static Lullaby
Tess,Eyes Set to Kill
Tess,Envy
Tess,Funeral For A Friend
Francesco Yates,Alessia Cara
Francesco Yates,Soulidified
Francesco Yates,Robin Thicke
Francesco Yates,Lemar
Francesco Yates,Jay Sean
Edward Maya,Akcent
Edward Maya,DJ Antoine
Edward Maya,Edward Maya & Vika Jigulina
Edward Maya,Deepside Deejays
Edward Maya,R.I.O.
GOT7,Jay B
GOT7,JJ Project
GOT7,Jinyoung
GOT7,YUGYEOM
GOT7,JUS2
Fetty Wap,Kid Ink
Fetty Wap,Rae Sremmurd
Fetty Wap,YNW Melly
Fetty Wap,PnB Rock
Fetty Wap,Meek Mill
María Artés,Manuel González (Ex Rebujito)
María Artés,Sarayma
María Artés,León Bravo
María Artés,Galvan Real
María Artés,Demarco Flamenco
Junggigo,Dvwn
Junggigo,Vincent Blue
Junggigo,Zion.T
Junggigo,Rad Museum
Junggigo,Jimmy Brown
Ophélie Gaillard,Jacqueline du Pré
Ophélie Gaillard,Akademie für Alte Musik Berlin
Ophélie Gaillard,Les Musiciens du Louvre
Ophélie Gaillard,Christian-Pierre La Marca
Ophélie Gaillard,Jean-Guihen Queyras
Diana Martinez,Victor Peixeiro
Diana Martinez,Andre Sarbib
Diana Martinez,Lilian Raquel
Diana Martinez,Costa Azul Quartet
Diana Martinez,Victor Peixiero
System,Pole
System,Mesh
System,Jan Jelinek
System,Deadbeat
System,SND
The Nativos,Glutamato Ye-Ye
The Nativos,Pistones
The Nativos,Rey Lui
The Nativos,La Coartada
The Nativos,Comité cisne
Moderat,Apparat
Moderat,Modeselektor
Moderat,Christian Löffler
Moderat,Weval
Moderat,Kiasmos
Pastora Soler,Vanesa Martín
Pastora Soler,Malú
Pastora Soler,Ruth Lorenzo
Pastora Soler,Edurne
Pastora Soler,K!ngdom
Röyksopp,Goldfrapp
Röyksopp,GusGus
Röyksopp,Groove Armada
Röyksopp,Moby
Röyksopp,Schiller
Robin Thicke,Justin Timberlake
Robin Thicke,Jon B.
Robin Thicke,John Legend
Robin Thicke,Babyface
Robin Thicke,Fantasia
Ariana Grande,"Jessie J, Ariana Grande & Nicki Minaj"
Ariana Grande,Sabrina Carpenter
Ariana Grande,Cynthia Erivo
Ariana Grande,Madison Beer
Ariana Grande,Doja Cat
Men Without Hats,Thompson Twins
Men Without Hats,Howard Jones
Men Without Hats,Wang Chung
Men Without Hats,The Human League
Men Without Hats,Animotion
Los Flechazos,Cooper
Los Flechazos,Brighton 64
Los Flechazos,la granja
Los Flechazos,La Costa Brava
Los Flechazos,Surfin' Bichos
Ricardo Arjona,Sin Bandera
Ricardo Arjona,Franco De Vita
Ricardo Arjona,Chayanne
Ricardo Arjona,Alejandro Sanz
Ricardo Arjona,Ricardo Montaner
Enrique Iglesias,Ricky Martin
Enrique Iglesias,Luis Fonsi
Enrique Iglesias,Chayanne
Enrique Iglesias,Alejandro Sanz
Enrique Iglesias,Nicky Jam
Chayanne,Cristian Castro
Chayanne,Sin Bandera
Chayanne,Franco De Vita
Chayanne,Ricardo Montaner
Chayanne,Alex Ubago
Pitingo,Antonio Carmona
Pitingo,José Mercé
Pitingo,Falete
Pitingo,Miguel Poveda
Pitingo,Las Niñas
Vali Vijelie,Liviu Guta
Vali Vijelie,Adi De La Valcea
Vali Vijelie,Cristi Dules
Vali Vijelie,Copilul De Aur
Vali Vijelie,Babi Minune
Selena Gomez,Selena Gomez & the Scene
Selena Gomez,Miley Cyrus
Selena Gomez,Camila Cabello
Selena Gomez,Bridgit Mendler
Selena Gomez,Demi Lovato
FKA twigs,Kelela
FKA twigs,Rochelle Jordan
FKA twigs,Oklou
FKA twigs,Arca
FKA twigs,Björk
Icona Pop,Galantis
Icona Pop,Tove Lo
Icona Pop,Charli xcx
Icona Pop,Tove Styrke
Icona Pop,Clean Bandit
Niña Pastori,El Barrio
Niña Pastori,Estrella Morente
Niña Pastori,Diego El Cigala
Niña Pastori,El Arrebato
Niña Pastori,Ketama
Passenger,Stu Larsen
Passenger,James Bay
Passenger,Mighty Oaks
Passenger,Mumford & Sons
Passenger,Vance Joy
Nina Simone,Etta James
Nina Simone,Billie Holiday
Nina Simone,Sarah Vaughan
Nina Simone,Aretha Franklin
Nina Simone,Dinah Washington
Fonseca,Carlos Vives
Fonseca,Bacilos
Fonseca,Cabas
Fonseca,Andrés Cepeda
Fonseca,Juanes
Tinashe,Normani
Tinashe,Victoria Monét
Tinashe,Kelela
Tinashe,Chlöe
Tinashe,Jae Stephens
Kendrick Lamar,JID
Kendrick Lamar,Jay Rock
Kendrick Lamar,"Tyler, The Creator"
Kendrick Lamar,Baby Keem
Kendrick Lamar,Kanye West
Kina Grannis,The Mayries
Kina Grannis,Daniela Andrade
Kina Grannis,Megan Davies
Kina Grannis,Jasmine Thompson
Kina Grannis,Gabrielle Aplin
Luiz Bonfá,Stan Getz & Luiz Bonfá
Luiz Bonfá,João Gilberto
Luiz Bonfá,Baden Powell
Luiz Bonfá,João Donato
Luiz Bonfá,Tamba 4
Cristi Dules,Liviu Guta
Cristi Dules,Adrian Copilul Minune
Cristi Dules,Vali Vijelie
Cristi Dules,Babi Minune
Cristi Dules,Bogdan Artistu
John Legend,Alicia Keys
John Legend,Anthony Hamilton
John Legend,Musiq
John Legend,Robin Thicke
John Legend,Mary J. Blige
Ugly Duck,Puff Daehee
Ugly Duck,TUFF DAEHEE
Ugly Duck,DJ Wegun
Ugly Duck,Don Malik
Ugly Duck,Khakii
Gonzalo,Pedro Marin
Gonzalo,Lorenzo Antonio
Gonzalo,David DeMaría
Gonzalo,David Civera
Gonzalo,Banghra
Arrow Benjamin,Lake Komo
Arrow Benjamin,Jodie Abacus
Arrow Benjamin,Lawrence Taylor
Arrow Benjamin,Tenterhook
Arrow Benjamin,Stevie Parker
Maná,Enanitos Verdes
Maná,Juanes
Maná,Hombres G
Maná,Elefante
Maná,Vilma Palma E Vampiros
Pablo Alborán,David Bisbal
Pablo Alborán,Jesse & Joy
Pablo Alborán,Manuel Carrasco
Pablo Alborán,Camila
Pablo Alborán,Reik
Sean Paul,Kevin Lyttle
Sean Paul,Beenie Man
Sean Paul,Elephant Man
Sean Paul,Shaggy
Sean Paul,Flo Rida
Rich Gang,Young Thug
Rich Gang,Rich Homie Quan
Rich Gang,Young Money
Rich Gang,DJ Khaled
Rich Gang,Future
Orange Caramel,After School
Orange Caramel,T-ARA
Orange Caramel,Kara
Orange Caramel,miss A
Orange Caramel,Dal★Shabet
Vika Jigulina,Sunrise Inc
Vika Jigulina,Sam Obernik
Vika Jigulina,Adrian Sina
Vika Jigulina,Wiley & Chew Fu
Vika Jigulina,K.I.G.
Rodríguez,Yusuf
Rodríguez,Jackson C. Frank
Rodríguez,Tim Buckley
Rodríguez,Leonard Cohen
Rodríguez,Frazey Ford
Ariel Camacho y Los Plebes del Rancho,Los Plebes del Rancho de Ariel Camacho
Ariel Camacho y Los Plebes del Rancho,Ariel Camacho
Ariel Camacho y Los Plebes del Rancho,Natanael Cano
Ariel Camacho y Los Plebes del Rancho,Alta Consigna
Ariel Camacho y Los Plebes del Rancho,Junior H
Mark Ronson,Mark Ronson & The Business Intl
Mark Ronson,Clean Bandit
Mark Ronson,RAYE
Mark Ronson,Silk City
Mark Ronson,Sam Smith
Wiz Khalifa,Curren$y
Wiz Khalifa,Juicy J
Wiz Khalifa,Snoop Dogg & Wiz Khalifa
Wiz Khalifa,Berner
Wiz Khalifa,2 Chainz
Kryss,New Limit
Kryss,Sensity World
Kryss,DJ Sylvan
Kryss,Piropo
Kryss,Jerry Daley
Sergio Contreras,Kiko & Shara
Sergio Contreras,Decai
Sergio Contreras,El maki
Sergio Contreras,Los Rebujitos
Sergio Contreras,David DeMaría
United Rhythms Of Brazil,Ghetto Blaster Ltd.
United Rhythms Of Brazil,Sixth Finger Feat. Dew
United Rhythms Of Brazil,Banda Do Sul Feat. Natascha
United Rhythms Of Brazil,Brazil XXI
United Rhythms Of Brazil,Anekka
Rita Ora,Mabel
Rita Ora,Bebe Rexha
Rita Ora,Anne-Marie
Rita Ora,Cheryl
Rita Ora,Jessie J
Zedd,Martin Garrix
Zedd,Alesso
Zedd,Calvin Harris
Zedd,The Chainsmokers
Zedd,Gryffin
Basshunter,Manian
Basshunter,Italobrothers
Basshunter,Cascada
Basshunter,Daddy DJ
Basshunter,DJ Satomi
Marco Antonio Solís,Los Bukis
Marco Antonio Solís,Joan Sebastian
Marco Antonio Solís,Los Temerarios
Marco Antonio Solís,Vicente Fernández
Marco Antonio Solís,Ana Gabriel
Victor Peixeiro,Andre Sarbib
Victor Peixeiro,Diana Martinez
Victor Peixeiro,Lilian Raquel
Victor Peixeiro,Victor Peixiero
Victor Peixeiro,Costa Azul Quartet
Mack Maine,Lil Chuckee
Mack Maine,Lil Twist
Mack Maine,Gudda Gudda
Mack Maine,Jae Millz
Mack Maine,Red Cafe
J Alvarez,Tony Dize
J Alvarez,Zion
J Alvarez,Baby Rasta y Gringo
J Alvarez,Nova y Jory
J Alvarez,Wisin & Yandel
Pritam,Vishal-Shekhar
Pritam,Shankar-Ehsaan-Loy
Pritam,Sachin-Jigar
Pritam,Salim–Sulaiman
Pritam,Atif Aslam
CORAL GROUP,Petrona Martínez
CORAL GROUP,Ben Bowers & Bertie King's Royal Jamaicans
CORAL GROUP,The Mighty Dougla
CORAL GROUP,Lord Foodos
CORAL GROUP,Lord Fly
Andrea Echeverri,Héctor Buitrago
Andrea Echeverri,Choc Quib Town
Andrea Echeverri,Pernett
Andrea Echeverri,1280 Almas
Andrea Echeverri,Velandia y la tigra
SUNMI,CHUNG HA
SUNMI,Wonder Girls
SUNMI,EXID
SUNMI,CLC
SUNMI,miss A
Ed Sheeran,Lewis Capaldi
Ed Sheeran,Myles Smith
Ed Sheeran,James Arthur
Ed Sheeran,Shawn Mendes
Ed Sheeran,Calum Scott
Studio Rio,Ирвинг Берлин
Studio Rio,Джордж Гершвин
Studio Rio,Smooth Jazz Band
Studio Rio,Jean-Pierre Bertrand
Studio Rio,Lorenzo Conte
Hozier,Noah Kahan
Hozier,Gigi Perez
Hozier,Florence + the Machine
Hozier,The Crane Wives
Hozier,The Lumineers
CL,2NE1
CL,박봄
CL,Jessi
CL,MINZY
CL,현아
Alana Marie,Rachelle Spring
Alana Marie,Claudia Rezende
Alana Marie,Costa Azul Quartet
Alana Marie,Sàloa Farah
Alana Marie,Trio Musical
Justin Timberlake,*NSYNC
Justin Timberlake,Timbaland
Justin Timberlake,Robin Thicke
Justin Timberlake,Usher
